,Name,Cat,Dog,Intact Female,Intact Male,Neutered Male,Spayed Female,OutcomeType_label
12080,1,0,1,0,0,0,1,3
12081,1,0,1,0,1,0,0,3
12082,1,0,1,0,0,1,0,0
12083,1,1,0,0,0,1,0,4
12084,1,0,1,0,0,1,0,3
12085,0,1,0,1,0,0,0,4
12086,0,1,0,0,0,0,1,3
12087,0,1,0,0,0,0,1,0
12088,0,1,0,0,1,0,0,4
12089,1,0,1,0,0,1,0,3
12090,0,1,0,0,0,1,0,4
12091,1,1,0,0,0,0,1,0
12092,0,0,1,1,0,0,0,4
12093,1,1,0,0,0,1,0,0
12094,0,0,1,1,0,0,0,4
12095,1,0,1,0,0,0,1,4
12096,1,0,1,0,0,0,1,0
12097,1,0,1,1,0,0,0,3
12098,1,0,1,0,0,1,0,4
12099,1,0,1,0,0,0,1,0
12100,0,1,0,0,0,1,0,2
12101,1,0,1,0,1,0,0,3
12102,0,1,0,1,0,0,0,4
12103,0,1,0,1,0,0,0,4
12104,1,0,1,0,0,0,1,4
12105,1,0,1,0,0,1,0,3
12106,1,0,1,0,0,1,0,3
12107,0,1,0,1,0,0,0,4
12108,0,1,0,1,0,0,0,4
12109,1,1,0,0,0,0,1,0
12110,0,1,0,0,1,0,0,4
12111,0,1,0,1,0,0,0,4
12112,1,0,1,0,0,1,0,0
12113,0,0,1,1,0,0,0,4
12114,1,0,1,0,0,1,0,3
12115,1,0,1,0,0,1,0,3
12116,1,1,0,0,0,1,0,0
12117,1,0,1,0,0,1,0,0
12118,1,0,1,0,0,1,0,4
12119,1,0,1,0,0,0,1,0
12120,1,0,1,0,0,0,1,3
12121,1,0,1,0,0,1,0,2
12122,1,0,1,0,0,0,1,0
12123,1,0,1,0,0,0,1,3
12124,0,1,0,1,0,0,0,4
12125,0,1,0,0,0,0,0,4
12126,0,1,0,1,0,0,0,4
12127,1,0,1,0,0,1,0,0
12128,1,1,0,0,0,1,0,0
12129,1,1,0,0,0,1,0,4
12130,1,0,1,0,0,1,0,4
12131,0,1,0,0,1,0,0,4
12132,0,1,0,0,1,0,0,4
12133,1,0,1,0,0,0,1,0
12134,1,0,1,0,0,0,1,3
12135,1,0,1,1,0,0,0,4
12136,1,0,1,0,0,1,0,0
12137,1,0,1,0,0,1,0,0
12138,1,1,0,1,0,0,0,4
12139,0,1,0,0,0,1,0,4
12140,1,1,0,0,0,0,1,3
12141,1,0,1,0,0,0,1,3
12142,1,1,0,0,0,0,1,4
12143,1,0,1,0,0,0,1,4
12144,1,0,1,1,0,0,0,4
12145,1,1,0,0,0,1,0,0
12146,1,0,1,0,0,0,1,4
12147,0,1,0,0,0,0,0,4
12148,1,0,1,0,0,0,1,3
12149,0,0,1,1,0,0,0,4
12150,0,1,0,1,0,0,0,2
12151,0,1,0,1,0,0,0,4
12152,1,0,1,0,0,0,1,3
12153,1,1,0,0,0,0,1,0
12154,1,0,1,0,0,1,0,4
12155,1,0,1,0,0,0,1,3
12156,1,0,1,0,0,0,1,0
12157,1,0,1,0,0,1,0,3
12158,1,0,1,0,0,1,0,0
12159,0,1,0,0,1,0,0,4
12160,1,0,1,0,0,0,1,0
12161,0,1,0,0,0,0,0,4
12162,0,1,0,1,0,0,0,4
12163,0,1,0,0,0,0,0,4
12164,1,0,1,0,0,1,0,2
12165,1,0,1,0,0,0,1,4
12166,1,0,1,0,0,0,1,3
12167,1,1,0,0,0,1,0,4
12168,1,1,0,0,0,0,1,0
12169,1,0,1,0,0,0,1,4
12170,1,1,0,0,0,0,1,0
12171,1,1,0,0,0,1,0,0
12172,1,0,1,0,0,1,0,3
12173,1,0,1,0,0,0,1,4
12174,0,0,1,1,0,0,0,4
12175,1,0,1,0,0,1,0,2
12176,1,0,1,0,0,1,0,0
12177,0,0,1,0,0,0,1,0
12178,1,0,1,0,0,0,1,0
12179,0,0,1,1,0,0,0,4
12180,1,1,0,0,0,0,1,0
12181,0,0,1,0,1,0,0,4
12182,1,1,0,1,0,0,0,4
12183,0,0,1,1,0,0,0,4
12184,0,1,0,0,1,0,0,4
12185,0,1,0,0,0,0,0,4
12186,0,0,1,0,0,0,1,4
12187,1,0,1,0,1,0,0,0
12188,1,0,1,0,0,0,1,0
12189,1,0,1,0,0,0,1,0
12190,1,1,0,0,0,1,0,0
12191,1,0,1,0,0,1,0,0
12192,1,0,1,0,0,1,0,0
12193,1,0,1,0,0,1,0,0
12194,0,1,0,0,0,0,1,0
12195,0,1,0,1,0,0,0,4
12196,1,0,1,1,0,0,0,4
12197,0,0,1,1,0,0,0,4
12198,0,1,0,0,1,0,0,0
12199,1,1,0,0,1,0,0,4
12200,0,1,0,0,0,0,0,2
12201,1,1,0,1,0,0,0,4
12202,1,0,1,0,0,0,1,0
12203,0,1,0,0,0,0,0,4
12204,1,0,1,0,0,1,0,0
12205,1,1,0,0,0,1,0,0
12206,1,1,0,0,1,0,0,4
12207,1,1,0,0,0,0,1,0
12208,1,0,1,0,0,0,1,4
12209,1,1,0,0,0,0,1,0
12210,0,1,0,0,0,0,1,0
12211,1,1,0,0,0,0,1,2
12212,1,0,1,0,0,1,0,0
12213,1,0,1,0,0,0,1,3
12214,0,0,1,0,0,0,1,4
12215,1,0,1,0,0,0,1,0
12216,0,0,1,0,0,1,0,0
12217,0,1,0,0,1,0,0,4
12218,1,0,1,0,1,0,0,4
12219,1,1,0,0,0,1,0,2
12220,0,1,0,1,0,0,0,4
12221,0,0,1,0,1,0,0,4
12222,0,0,1,0,0,0,1,0
12223,0,1,0,0,1,0,0,4
12224,1,0,1,0,0,1,0,3
12225,1,0,1,0,0,0,1,0
12226,1,0,1,0,0,1,0,0
12227,1,0,1,0,0,1,0,0
12228,0,1,0,1,0,0,0,4
12229,1,0,1,0,0,0,1,0
12230,1,0,1,0,0,0,1,0
12231,1,0,1,0,0,1,0,4
12232,1,1,0,0,0,0,1,0
12233,0,0,1,0,1,0,0,4
12234,0,0,1,0,1,0,0,4
12235,1,0,1,0,0,0,1,3
12236,0,1,0,1,0,0,0,4
12237,1,0,1,0,0,0,1,3
12238,1,0,1,0,0,1,0,0
12239,1,0,1,1,0,0,0,4
12240,1,1,0,0,1,0,0,4
12241,1,1,0,0,0,1,0,4
12242,1,0,1,0,0,0,1,4
12243,1,0,1,0,0,0,1,4
12244,1,1,0,0,0,1,0,0
12245,0,1,0,0,1,0,0,4
12246,1,1,0,0,0,1,0,0
12247,1,1,0,0,0,0,1,0
12248,1,1,0,0,0,1,0,0
12249,1,0,1,0,0,0,1,0
12250,1,0,1,0,0,0,1,3
12251,1,1,0,0,1,0,0,4
12252,1,0,1,0,0,0,1,3
12253,1,1,0,0,0,0,1,0
12254,1,0,1,0,0,0,1,4
12255,1,0,1,0,0,1,0,0
12256,0,0,1,0,0,0,1,0
12257,1,0,1,0,0,1,0,4
12258,1,1,0,0,0,0,1,3
12259,1,1,0,0,0,0,1,4
12260,1,0,1,0,0,0,1,3
12261,0,1,0,1,0,0,0,2
12262,0,1,0,1,0,0,0,0
12263,1,1,0,0,0,0,1,3
12264,0,1,0,0,1,0,0,4
12265,0,0,1,1,0,0,0,4
12266,0,1,0,1,0,0,0,4
12267,1,1,0,0,1,0,0,4
12268,1,1,0,0,0,1,0,0
12269,0,1,0,0,1,0,0,2
12270,0,0,1,0,0,1,0,0
12271,1,0,1,0,0,0,1,0
12272,1,0,1,0,0,0,1,4
12273,0,1,0,1,0,0,0,4
12274,1,0,1,0,0,1,0,3
12275,1,1,0,0,0,1,0,0
12276,1,0,1,0,0,1,0,0
12277,1,0,1,0,0,1,0,0
12278,0,1,0,1,0,0,0,4
12279,1,1,0,0,0,0,1,0
12280,0,0,1,0,0,1,0,0
12281,1,0,1,0,0,1,0,3
12282,1,0,1,0,1,0,0,3
12283,1,0,1,0,0,0,1,0
12284,1,0,1,0,0,1,0,0
12285,1,0,1,0,1,0,0,3
12286,1,0,1,0,0,1,0,0
12287,1,1,0,0,0,0,1,0
12288,0,0,1,0,1,0,0,4
12289,1,1,0,0,0,1,0,0
12290,1,0,1,0,0,1,0,4
12291,0,1,0,0,1,0,0,2
12292,0,0,1,0,0,0,1,0
12293,1,1,0,0,0,0,1,4
12294,0,1,0,0,0,0,1,0
12295,1,0,1,0,0,0,1,0
12296,1,0,1,0,0,0,1,4
12297,0,0,1,0,1,0,0,4
12298,0,1,0,0,0,0,0,4
12299,1,0,1,0,0,0,1,4
12300,1,0,1,0,0,0,1,3
12301,1,0,1,0,0,1,0,3
12302,1,0,1,1,0,0,0,3
12303,1,0,1,1,0,0,0,3
12304,1,0,1,0,0,0,1,3
12305,1,0,1,0,0,1,0,3
12306,0,1,0,0,0,0,0,4
12307,1,0,1,0,0,1,0,0
12308,1,0,1,0,0,0,1,0
12309,0,1,0,1,0,0,0,4
12310,1,0,1,0,0,1,0,4
12311,1,0,1,0,0,1,0,0
12312,1,0,1,0,0,0,1,3
12313,1,0,1,0,0,0,1,0
12314,0,0,1,0,0,1,0,0
12315,1,0,1,0,0,0,1,0
12316,1,0,1,0,0,0,1,0
12317,1,1,0,0,0,0,1,0
12318,1,1,0,1,0,0,0,4
12319,0,1,0,1,0,0,0,4
12320,1,1,0,0,0,0,1,0
12321,1,0,1,0,0,1,0,0
12322,1,0,1,0,0,1,0,0
12323,0,1,0,0,0,0,0,4
12324,1,0,1,0,0,0,1,0
12325,1,0,1,0,0,1,0,3
12326,1,0,1,0,0,1,0,0
12327,0,1,0,0,0,0,1,0
12328,1,0,1,0,0,1,0,0
12329,0,1,0,1,0,0,0,4
12330,0,1,0,0,1,0,0,4
12331,1,1,0,0,0,0,1,0
12332,1,0,1,0,0,1,0,0
12333,0,0,1,0,0,0,1,4
12334,0,0,1,0,1,0,0,4
12335,1,1,0,1,0,0,0,0
12336,1,0,1,0,0,1,0,3
12337,0,0,1,0,1,0,0,4
12338,1,0,1,0,0,1,0,0
12339,1,0,1,0,0,1,0,0
12340,1,0,1,0,0,0,1,0
12341,1,0,1,0,1,0,0,2
12342,1,0,1,1,0,0,0,3
12343,0,0,1,1,0,0,0,4
12344,1,0,1,0,0,0,1,0
12345,1,1,0,0,0,1,0,4
12346,1,0,1,0,0,0,1,3
12347,1,0,1,0,0,0,1,3
12348,1,0,1,0,0,0,1,0
12349,0,1,0,0,0,0,0,4
12350,1,1,0,0,0,0,1,0
12351,1,0,1,0,0,1,0,4
12352,1,1,0,0,0,0,1,0
12353,1,0,1,0,0,0,1,3
12354,1,0,1,0,0,0,1,3
12355,0,0,1,0,0,0,1,0
12356,1,1,0,0,0,1,0,4
12357,1,1,0,0,0,0,1,0
12358,1,0,1,0,0,0,1,3
12359,1,1,0,0,0,0,1,4
12360,1,0,1,0,0,0,1,4
12361,1,0,1,0,0,1,0,3
12362,1,1,0,0,0,1,0,0
12363,1,0,1,0,0,0,1,0
12364,0,1,0,0,0,0,1,0
12365,1,1,0,0,0,1,0,0
12366,0,1,0,1,0,0,0,4
12367,0,1,0,0,0,0,1,4
12368,0,0,1,0,1,0,0,4
12369,1,1,0,0,0,0,1,0
12370,1,1,0,0,1,0,0,4
12371,0,0,1,0,0,0,1,0
12372,1,0,1,0,0,0,1,3
12373,1,1,0,0,0,0,0,4
12374,0,1,0,0,1,0,0,4
12375,1,0,1,0,1,0,0,3
12376,0,1,0,0,0,1,0,4
12377,1,0,1,0,0,1,0,3
12378,0,1,0,0,1,0,0,2
12379,1,1,0,0,0,0,1,4
12380,1,0,1,0,0,0,1,3
12381,1,0,1,0,0,1,0,4
12382,1,0,1,0,0,1,0,0
12383,1,0,1,0,0,0,1,3
12384,1,0,1,1,0,0,0,4
12385,1,0,1,0,1,0,0,2
12386,1,0,1,0,0,1,0,2
12387,0,1,0,1,0,0,0,4
12388,0,0,1,0,0,0,1,0
12389,1,0,1,0,1,0,0,2
12390,1,1,0,0,0,1,0,2
12391,1,0,1,0,0,0,1,3
12392,1,0,1,0,0,1,0,3
12393,1,0,1,1,0,0,0,4
12394,1,1,0,0,0,1,0,0
12395,0,0,1,1,0,0,0,4
12396,1,0,1,0,0,0,1,3
12397,1,1,0,0,0,1,0,0
12398,1,0,1,0,1,0,0,3
12399,1,0,1,0,0,1,0,0
12400,0,0,1,1,0,0,0,4
12401,0,1,0,0,1,0,0,4
12402,0,1,0,1,0,0,0,4
12403,0,1,0,0,0,1,0,0
12404,1,0,1,0,0,1,0,3
12405,1,0,1,0,0,0,1,0
12406,1,0,1,0,0,1,0,0
12407,1,0,1,0,0,1,0,0
12408,0,0,1,1,0,0,0,2
12409,1,0,1,0,0,1,0,0
12410,1,0,1,0,1,0,0,2
12411,0,0,1,0,0,0,1,0
12412,1,0,1,0,0,0,1,3
12413,1,0,1,0,0,0,1,0
12414,1,0,1,0,0,1,0,0
12415,1,0,1,0,0,1,0,3
12416,1,0,1,0,0,1,0,0
12417,0,0,1,0,1,0,0,4
12418,1,1,0,0,0,1,0,0
12419,0,0,1,0,0,0,1,0
12420,0,0,1,0,0,1,0,0
12421,0,0,1,0,1,0,0,4
12422,0,1,0,0,0,0,1,0
12423,0,1,0,1,0,0,0,4
12424,0,0,1,1,0,0,0,2
12425,0,1,0,1,0,0,0,4
12426,0,0,1,0,0,0,1,4
12427,1,1,0,0,0,0,1,0
12428,0,0,1,0,0,1,0,3
12429,1,0,1,0,1,0,0,2
12430,1,0,1,0,0,1,0,3
12431,1,1,0,0,0,1,0,0
12432,1,1,0,0,1,0,0,0
12433,1,0,1,0,1,0,0,2
12434,0,0,1,0,0,0,1,0
12435,1,1,0,1,0,0,0,4
12436,0,0,1,1,0,0,0,2
12437,1,1,0,1,0,0,0,4
12438,1,1,0,1,0,0,0,4
12439,1,0,1,0,0,1,0,3
12440,1,0,1,0,0,1,0,4
12441,1,1,0,1,0,0,0,4
12442,1,0,1,0,0,0,1,0
12443,0,1,0,0,0,0,1,0
12444,1,0,1,0,0,1,0,0
12445,1,0,1,0,0,1,0,2
12446,1,0,1,0,0,0,1,4
12447,1,1,0,0,0,0,1,0
12448,0,1,0,0,0,0,0,4
12449,1,1,0,0,0,0,1,0
12450,0,0,1,0,1,0,0,4
12451,1,0,1,0,0,1,0,0
12452,1,0,1,0,0,0,1,0
12453,0,1,0,0,1,0,0,4
12454,0,1,0,0,1,0,0,4
12455,1,0,1,0,0,0,1,0
12456,1,0,1,0,0,0,1,3
12457,1,0,1,0,0,1,0,3
12458,0,0,1,0,0,1,0,4
12459,1,0,1,0,0,0,1,3
12460,0,1,0,0,0,0,1,2
12461,1,0,1,0,0,0,1,0
12462,1,0,1,0,0,0,1,4
12463,0,1,0,1,0,0,0,4
12464,1,0,1,0,0,1,0,0
12465,0,0,1,1,0,0,0,4
12466,1,0,1,0,0,0,1,0
12467,1,1,0,0,0,1,0,4
12468,1,1,0,0,0,1,0,0
12469,1,0,1,0,0,1,0,0
12470,1,1,0,0,0,0,1,0
12471,0,1,0,1,0,0,0,4
12472,1,0,1,0,0,1,0,4
12473,1,1,0,0,0,0,1,0
12474,0,1,0,1,0,0,0,4
12475,0,1,0,0,1,0,0,4
12476,1,1,0,0,0,0,1,0
12477,1,0,1,0,0,1,0,3
12478,0,1,0,0,1,0,0,4
12479,1,0,1,0,0,1,0,0
12480,0,0,1,1,0,0,0,4
12481,0,1,0,1,0,0,0,4
12482,1,1,0,0,0,0,1,4
12483,1,0,1,0,0,1,0,0
12484,0,1,0,1,0,0,0,4
12485,1,1,0,0,0,1,0,0
12486,0,1,0,0,0,0,0,4
12487,1,0,1,0,0,0,1,0
12488,1,0,1,0,0,0,1,0
12489,0,0,1,0,0,0,1,4
12490,1,1,0,0,0,1,0,0
12491,1,1,0,0,0,1,0,0
12492,1,0,1,0,1,0,0,3
12493,1,0,1,0,1,0,0,0
12494,1,1,0,0,0,0,1,0
12495,1,0,1,0,0,0,1,0
12496,1,1,0,1,0,0,0,4
12497,1,0,1,0,0,1,0,0
12498,1,0,1,0,0,0,1,0
12499,1,1,0,0,0,0,1,4
12500,1,0,1,0,0,1,0,4
12501,1,0,1,1,0,0,0,4
12502,1,0,1,0,0,1,0,0
12503,1,0,1,0,0,1,0,0
12504,1,1,0,0,0,0,1,1
12505,1,0,1,0,0,1,0,0
12506,1,0,1,0,0,1,0,2
12507,1,1,0,0,0,0,1,3
12508,1,0,1,0,0,0,1,3
12509,0,0,1,0,0,0,1,0
12510,0,1,0,1,0,0,0,2
12511,1,0,1,0,0,1,0,4
12512,1,0,1,0,0,0,1,0
12513,1,1,0,0,0,1,0,4
12514,1,0,1,0,0,1,0,0
12515,1,1,0,1,0,0,0,4
12516,1,0,1,0,0,1,0,4
12517,1,0,1,0,0,1,0,0
12518,1,0,1,0,0,0,1,0
12519,1,1,0,0,0,1,0,3
12520,1,0,1,0,0,0,1,4
12521,1,0,1,0,1,0,0,3
12522,1,0,1,0,0,0,1,3
12523,1,0,1,0,0,1,0,3
12524,1,0,1,0,0,0,1,0
12525,1,1,0,0,0,1,0,0
12526,1,0,1,0,0,0,1,0
12527,1,0,1,0,0,0,1,0
12528,1,1,0,0,0,0,1,4
12529,1,1,0,0,1,0,0,4
12530,1,0,1,0,0,0,1,0
12531,1,0,1,0,0,1,0,4
12532,0,0,1,0,0,0,1,4
12533,0,1,0,1,0,0,0,4
12534,1,0,1,0,0,1,0,3
12535,1,0,1,0,1,0,0,2
12536,1,0,1,0,1,0,0,2
12537,1,0,1,0,0,0,1,0
12538,1,0,1,0,0,1,0,0
12539,1,0,1,0,0,1,0,3
12540,1,0,1,0,0,1,0,3
12541,0,1,0,1,0,0,0,4
12542,1,0,1,0,0,1,0,2
12543,1,0,1,1,0,0,0,4
12544,1,0,1,0,0,0,1,3
12545,1,0,1,0,0,1,0,3
12546,1,1,0,0,0,1,0,0
12547,0,1,0,1,0,0,0,4
12548,1,0,1,0,0,0,1,0
12549,0,1,0,1,0,0,0,4
12550,1,1,0,0,0,0,1,0
12551,0,0,1,0,0,1,0,0
12552,1,1,0,0,0,0,1,0
12553,0,1,0,1,0,0,0,4
12554,0,1,0,0,0,0,0,4
12555,1,0,1,0,1,0,0,4
12556,1,1,0,0,0,1,0,0
12557,1,0,1,0,0,0,1,0
12558,0,0,1,0,0,1,0,0
12559,1,1,0,0,0,1,0,4
12560,1,0,1,0,0,1,0,4
12561,0,0,1,1,0,0,0,4
12562,1,0,1,0,1,0,0,3
12563,1,1,0,0,0,0,1,0
12564,1,0,1,1,0,0,0,3
12565,1,1,0,0,1,0,0,4
12566,1,0,1,0,0,0,1,0
12567,1,0,1,0,0,1,0,3
12568,1,0,1,0,1,0,0,4
12569,1,1,0,1,0,0,0,4
12570,0,1,0,1,0,0,0,4
12571,1,0,1,0,0,1,0,3
12572,1,1,0,0,0,1,0,0
12573,1,1,0,0,0,0,1,4
12574,1,0,1,0,0,0,1,0
12575,0,0,1,1,0,0,0,3
12576,0,1,0,1,0,0,0,4
12577,0,0,1,1,0,0,0,4
12578,1,0,1,0,0,0,1,0
12579,1,1,0,0,0,1,0,3
12580,1,0,1,0,0,0,1,3
12581,1,1,0,1,0,0,0,4
12582,1,0,1,0,0,1,0,0
12583,1,1,0,1,0,0,0,4
12584,1,0,1,0,0,1,0,2
12585,0,1,0,1,0,0,0,4
12586,0,1,0,0,0,0,0,4
12587,1,0,1,0,0,0,1,0
12588,1,1,0,0,1,0,0,0
12589,1,0,1,1,0,0,0,4
12590,0,1,0,0,0,0,1,4
12591,1,1,0,0,0,1,0,3
12592,0,0,1,0,0,1,0,0
12593,0,0,1,0,0,1,0,0
12594,0,0,1,1,0,0,0,4
12595,1,0,1,0,0,0,1,0
12596,1,0,1,0,0,0,1,0
12597,0,1,0,0,1,0,0,4
12598,0,1,0,0,1,0,0,4
12599,1,0,1,0,0,0,1,4
12600,1,1,0,0,0,1,0,0
12601,0,1,0,0,1,0,0,4
12602,1,0,1,0,0,0,1,3
12603,1,1,0,0,0,0,1,0
12604,1,0,1,0,0,0,1,3
12605,1,0,1,0,1,0,0,4
12606,1,1,0,0,1,0,0,0
12607,0,1,0,1,0,0,0,4
12608,1,1,0,0,0,1,0,0
12609,1,0,1,0,0,0,1,0
12610,0,1,0,0,1,0,0,4
12611,1,0,1,0,0,0,1,0
12612,0,1,0,0,1,0,0,2
12613,1,1,0,0,0,0,1,4
12614,1,0,1,0,0,0,1,3
12615,1,1,0,0,0,0,1,0
12616,0,1,0,0,1,0,0,4
12617,1,0,1,0,0,0,1,4
12618,0,1,0,0,0,0,1,0
12619,1,0,1,0,0,0,1,0
12620,1,1,0,0,0,1,0,0
12621,1,1,0,0,0,0,1,0
12622,0,0,1,0,0,1,0,4
12623,0,0,1,0,0,0,1,0
12624,1,0,1,0,0,0,1,0
12625,1,1,0,0,0,0,1,0
12626,0,0,1,0,0,0,1,4
12627,0,0,1,0,0,0,1,0
12628,1,1,0,0,0,0,1,0
12629,1,1,0,0,0,1,0,4
12630,1,0,1,0,0,0,1,4
12631,1,0,1,0,0,1,0,0
12632,1,1,0,0,0,0,1,0
12633,1,0,1,0,0,1,0,0
12634,1,0,1,0,0,1,0,0
12635,1,0,1,0,0,0,1,3
12636,1,1,0,0,0,1,0,4
12637,1,0,1,0,0,1,0,0
12638,1,0,1,1,0,0,0,3
12639,1,0,1,0,0,1,0,0
12640,1,0,1,0,0,0,1,0
12641,1,1,0,0,0,1,0,4
12642,1,0,1,0,0,1,0,4
12643,0,1,0,0,0,1,0,0
12644,0,0,1,0,1,0,0,4
12645,1,0,1,0,0,0,1,0
12646,1,1,0,0,0,0,1,3
12647,0,1,0,0,1,0,0,4
12648,0,1,0,0,0,0,0,4
12649,0,1,0,0,1,0,0,4
12650,1,0,1,0,0,1,0,0
12651,0,0,1,0,1,0,0,4
12652,1,1,0,0,0,0,1,0
12653,0,1,0,0,0,0,0,4
12654,1,1,0,1,0,0,0,4
12655,0,1,0,0,0,1,0,0
12656,1,0,1,0,0,0,1,0
12657,0,0,1,0,0,0,1,0
12658,0,1,0,0,1,0,0,4
12659,0,0,1,1,0,0,0,4
12660,1,0,1,0,1,0,0,4
12661,1,1,0,0,0,0,1,4
12662,1,1,0,1,0,0,0,3
12663,0,1,0,1,0,0,0,4
12664,1,0,1,0,0,1,0,0
12665,0,0,1,0,1,0,0,4
12666,1,0,1,0,0,0,1,0
12667,1,1,0,0,0,0,1,0
12668,1,0,1,0,1,0,0,4
12669,0,1,0,0,1,0,0,4
12670,1,0,1,0,0,0,1,0
12671,1,1,0,0,0,0,1,0
12672,0,1,0,1,0,0,0,4
12673,0,1,0,1,0,0,0,4
12674,1,0,1,0,0,0,1,3
12675,1,0,1,0,0,0,1,3
12676,1,1,0,0,1,0,0,0
12677,1,0,1,0,1,0,0,3
12678,1,0,1,0,0,1,0,0
12679,0,1,0,0,0,0,0,4
12680,1,0,1,0,0,0,1,0
12681,1,0,1,0,0,1,0,3
12682,0,1,0,0,1,0,0,4
12683,1,0,1,0,0,0,1,0
12684,1,1,0,0,0,0,1,4
12685,0,1,0,0,0,0,0,4
12686,0,1,0,1,0,0,0,4
12687,0,0,1,0,1,0,0,4
12688,1,0,1,0,0,1,0,3
12689,1,1,0,0,0,0,1,4
12690,1,0,1,0,0,0,1,0
12691,1,1,0,0,0,1,0,0
12692,1,0,1,0,1,0,0,4
12693,0,0,1,0,0,0,1,4
12694,1,0,1,0,0,1,0,0
12695,1,0,1,0,0,1,0,3
12696,1,0,1,0,0,1,0,4
12697,0,1,0,0,1,0,0,4
12698,1,0,1,0,0,1,0,4
12699,1,1,0,0,0,0,1,0
12700,0,1,0,0,0,0,1,4
12701,0,1,0,1,0,0,0,4
12702,1,0,1,1,0,0,0,4
12703,1,1,0,0,0,1,0,4
12704,0,1,0,0,0,0,1,0
12705,0,1,0,1,0,0,0,4
12706,1,1,0,0,0,1,0,0
12707,1,0,1,0,0,1,0,0
12708,0,1,0,0,0,1,0,4
12709,1,0,1,0,1,0,0,3
12710,1,0,1,0,0,0,1,0
12711,1,0,1,0,0,1,0,3
12712,1,1,0,0,0,1,0,0
12713,0,1,0,0,1,0,0,2
12714,1,0,1,0,0,1,0,0
12715,1,0,1,0,0,0,1,3
12716,1,0,1,0,1,0,0,2
12717,1,0,1,0,1,0,0,3
12718,1,0,1,0,0,0,1,0
12719,1,0,1,0,0,1,0,4
12720,1,1,0,0,0,0,1,4
12721,1,1,0,0,0,1,0,3
12722,1,0,1,0,0,0,1,4
12723,1,0,1,0,0,1,0,3
12724,1,1,0,0,0,1,0,4
12725,1,1,0,0,0,0,1,0
12726,1,1,0,0,0,0,1,0
12727,1,0,1,0,0,1,0,0
12728,1,1,0,0,0,0,1,4
12729,1,1,0,0,0,0,1,0
12730,1,0,1,0,0,0,1,3
12731,0,0,1,0,0,0,1,0
12732,0,1,0,0,0,0,0,4
12733,1,0,1,0,0,0,1,4
12734,1,1,0,0,0,1,0,0
12735,1,1,0,0,0,0,1,0
12736,0,1,0,1,0,0,0,4
12737,1,0,1,0,0,0,1,0
12738,1,0,1,0,0,1,0,3
12739,1,1,0,0,0,0,1,4
12740,1,1,0,0,0,1,0,4
12741,0,1,0,1,0,0,0,4
12742,1,0,1,0,0,1,0,3
12743,1,0,1,0,0,1,0,0
12744,0,0,1,0,0,0,1,0
12745,1,0,1,0,0,1,0,0
12746,1,1,0,0,1,0,0,4
12747,1,0,1,0,0,1,0,0
12748,0,1,0,0,0,0,1,0
12749,0,0,1,0,0,1,0,4
12750,1,0,1,0,0,0,1,4
12751,0,1,0,0,0,0,0,4
12752,1,0,1,0,0,1,0,0
12753,1,0,1,0,0,1,0,0
12754,1,0,1,0,0,0,1,4
12755,1,1,0,0,0,1,0,2
12756,0,1,0,0,0,0,0,4
12757,1,1,0,1,0,0,0,4
12758,1,1,0,0,1,0,0,4
12759,1,0,1,0,0,0,1,3
12760,1,0,1,0,0,0,1,0
12761,0,1,0,1,0,0,0,4
12762,1,0,1,0,0,1,0,0
12763,1,0,1,0,0,1,0,0
12764,1,1,0,0,0,0,1,0
12765,0,0,1,0,0,0,0,4
12766,1,1,0,0,0,1,0,0
12767,1,1,0,0,0,1,0,0
12768,1,1,0,0,0,1,0,0
12769,1,1,0,0,0,0,1,4
12770,1,1,0,0,0,1,0,4
12771,1,0,1,0,0,1,0,0
12772,0,1,0,0,0,0,1,1
12773,0,1,0,1,0,0,0,4
12774,1,1,0,0,0,1,0,4
12775,1,0,1,1,0,0,0,4
12776,1,0,1,0,0,0,1,0
12777,0,0,1,0,0,0,1,4
12778,1,0,1,0,0,1,0,4
12779,1,1,0,0,0,0,1,0
12780,0,0,1,0,0,0,1,4
12781,1,0,1,0,0,1,0,0
12782,1,0,1,0,0,1,0,0
12783,1,0,1,0,0,1,0,3
12784,1,1,0,0,0,0,1,0
12785,1,1,0,0,0,1,0,0
12786,0,0,1,1,0,0,0,4
12787,0,0,1,0,0,0,1,0
12788,0,1,0,1,0,0,0,4
12789,1,1,0,0,0,1,0,0
12790,0,0,1,0,0,0,1,0
12791,0,1,0,1,0,0,0,2
12792,1,0,1,0,1,0,0,3
12793,1,1,0,0,0,0,1,0
12794,0,1,0,1,0,0,0,4
12795,1,0,1,0,0,0,1,3
12796,0,1,0,0,1,0,0,4
12797,1,1,0,0,0,0,0,4
12798,0,1,0,1,0,0,0,4
12799,1,0,1,0,0,1,0,0
12800,0,1,0,1,0,0,0,4
12801,1,1,0,1,0,0,0,4
12802,1,0,1,0,0,1,0,0
12803,0,1,0,1,0,0,0,4
12804,1,0,1,0,0,1,0,4
12805,1,0,1,0,0,0,1,3
12806,0,0,1,0,1,0,0,4
12807,0,1,0,1,0,0,0,4
12808,1,1,0,0,0,0,1,3
12809,1,0,1,0,0,1,0,0
12810,1,0,1,0,0,1,0,0
12811,0,0,1,0,0,1,0,0
12812,1,1,0,0,0,1,0,4
12813,1,0,1,0,0,1,0,4
